User_ID,Recommended_Categories
1002698,"[5, 6, 3]"
1002699,"[8, 3, 5]"
1002700,"[8, 1, 6]"
1002701,"[1, 6, 10]"
1002703,"[6, 10, 1]"
1002704,"[8, 1, 2]"
1002705,"[1, 8, 20]"
1002706,"[1, 8, 5]"
1002707,"[5, 8, 1]"
1002708,"[1, 5, 8]"
1002709,"[6, 2, 10]"
1002710,"[1, 8, 5]"
1002711,"[1, 2, 15]"
1002712,"[1, 16, 3]"
1002713,"[1, 15, 2]"
1002714,"[1, 5, 2]"
1002715,"[1, 3, 5]"
1002716,"[1, 2, 8]"
1002717,"[1, 8, 6]"
1002718,"[5, 1, 8]"
1002719,"[5, 8, 1]"
1002720,"[1, 8, 5]"
1002721,"[1, 8, 5]"
1002722,"[1, 5, 2]"
1002724,"[5, 8, 7]"
1002725,"[1, 5, 8]"
1002726,"[8, 1, 5]"
1002727,"[1, 2, 10]"
1002728,"[1, 8, 5]"
1002729,"[1, 8, 4]"
1002730,"[1, 5, 8]"
1002731,"[5, 1, 8]"
1002732,"[1, 8, 15]"
1002733,"[8, 7, 1]"
1002734,"[8, 5, 3]"
1002735,"[8, 1, 5]"
1002736,"[8, 5, 1]"
1002737,"[5, 8, 1]"
1002738,"[8, 5, 1]"
1002739,"[1, 16, 5]"
1002740,"[1, 15, 2]"
1002741,"[1, 6, 8]"
1002742,"[1, 5, 2]"
1002743,"[1, 8, 5]"
1002744,"[1, 3, 2]"
1002745,"[1, 5, 8]"
1002746,"[5, 1, 16]"
1002747,"[5, 3, 1]"
1002748,"[1, 3, 2]"
1002749,"[1, 8, 5]"
1002750,"[5, 8, 1]"
1002751,"[5, 8, 16]"
1002752,"[1, 8, 5]"
1002753,"[8, 5, 1]"
1002754,"[5, 1, 3]"
1002755,"[5, 8, 1]"
1002756,"[1, 5, 3]"
1002757,"[1, 5, 8]"
1002758,"[1, 5, 3]"
1002759,"[1, 8, 5]"
1002760,"[8, 5, 6]"
1002761,"[1, 5, 2]"
1002762,"[1, 8, 16]"
1002763,"[16, 5, 1]"
1002764,"[8, 1, 5]"
1002765,"[1, 5, 8]"
1002766,"[1, 5, 3]"
1002767,"[6, 1, 8]"
1002768,"[1, 8, 6]"
1002769,"[1, 8, 5]"
1002770,"[1, 8, 5]"
1002771,"[1, 5, 8]"
1002772,"[1, 5, 8]"
1002773,"[8, 6, 1]"
1002774,"[1, 5, 8]"
1002775,"[1, 5, 8]"
1002776,"[5, 8, 1]"
1002777,"[1, 5, 8]"
1002778,"[5, 8, 7]"
1002779,"[8, 5, 6]"
1002780,"[5, 1, 16]"
1002781,"[1, 8, 5]"
1002782,"[5, 1, 3]"
1002783,"[1, 10, 8]"
1002784,"[8, 1, 6]"
1002785,"[5, 1, 8]"
1002786,"[1, 8, 5]"
1002787,"[8, 1, 5]"
1002788,"[8, 1, 6]"
1002789,"[1, 8, 5]"
1002790,"[1, 8, 5]"
1002791,"[10, 8, 6]"
1002792,"[1, 8, 5]"
1002793,"[1, 8, 5]"
1002794,"[1, 8, 5]"
1002795,"[1, 5, 2]"
1002796,"[1, 5, 8]"
1002797,"[1, 8, 11]"
1002798,"[8, 1, 6]"
1002799,"[3, 5, 1]"
1002800,"[1, 8, 5]"
1002801,"[5, 8, 16]"
1002802,"[5, 1, 8]"
1002803,"[5, 1, 8]"
1002804,"[1, 2, 8]"
1002805,"[1, 8, 6]"
1002806,"[1, 5, 8]"
1002807,"[8, 5, 1]"
1002808,"[1, 8, 15]"
1002809,"[1, 5, 8]"
1002810,"[1, 8, 5]"
1002811,"[7, 8, 1]"
1002812,"[1, 5, 6]"
1002813,"[1, 15, 7]"
1002814,"[1, 8, 5]"
1002815,"[1, 8, 6]"
1002816,"[1, 6, 16]"
1002817,"[1, 8, 3]"
1002818,"[1, 5, 8]"
1002819,"[8, 5, 1]"
1002820,"[1, 8, 5]"
1002821,"[8, 5, 10]"
1002822,"[5, 2, 1]"
1002823,"[8, 6, 5]"
1002824,"[1, 5, 8]"
1002825,"[8, 1, 6]"
1002826,"[5, 1, 8]"
1002827,"[1, 5, 8]"
1002828,"[5, 6, 1]"
1002830,"[1, 6, 11]"
1002831,"[5, 3, 16]"
1002832,"[5, 8, 7]"
1002833,"[8, 1, 3]"
1002834,"[8, 5, 1]"
1002835,"[8, 1, 5]"
1002836,"[5, 1, 3]"
1002837,"[1, 5, 6]"
1002838,"[8, 6, 1]"
1002839,"[5, 16, 3]"
1002840,"[1, 8, 5]"
1002841,"[8, 5, 1]"
1002842,"[6, 1, 5]"
1002843,"[5, 8, 6]"
1002844,"[1, 6, 5]"
1002845,"[1, 2, 5]"
1002846,"[5, 8, 6]"
1002847,"[1, 5, 8]"
1002848,"[1, 3, 2]"
1002849,"[5, 1, 8]"
1002850,"[2, 1]"
1002851,"[5, 8, 16]"
1002852,"[1, 11, 5]"
1002853,"[5, 8, 3]"
1002854,"[8, 5, 1]"
1002855,"[1, 5, 6]"
1002856,"[1, 8, 6]"
1002857,"[1, 8, 6]"
1002858,"[5, 1, 8]"
1002859,"[5, 1, 8]"
1002860,"[8, 5, 1]"
1002861,"[5, 1, 16]"
1002862,"[1, 8, 5]"
1002863,"[8, 5, 7]"
1002864,"[16, 1, 8]"
1002865,"[1, 8, 5]"
1002866,"[1, 5, 8]"
1002867,"[1, 3, 8]"
1002868,"[1, 8, 5]"
1002869,"[5, 1, 8]"
1002870,"[1, 8, 5]"
1002871,"[11, 1, 5]"
1002872,"[5, 8, 1]"
1002873,"[1, 8, 3]"
1002874,"[5, 8, 6]"
1002875,"[1, 8, 5]"
1002876,"[1, 2, 5]"
1002877,"[1, 5, 15]"
1002878,"[1, 8, 5]"
1002879,"[1, 8, 5]"
1002880,"[1, 5, 8]"
1002881,"[1, 5, 8]"
1002882,"[5, 8, 1]"
1002883,"[5, 8, 1]"
1002884,"[8, 3, 1]"
1002885,"[5, 1, 3]"
1002886,"[1, 15, 5]"
1002887,"[1, 5, 8]"
1002888,"[1, 5, 2]"
1002889,"[8, 1, 5]"
1002890,"[1, 10, 6]"
1002891,"[1, 5, 16]"
1002892,"[1, 5, 2]"
1002893,"[1, 8, 6]"
1002894,"[1, 5, 19]"
1002895,"[1, 5, 8]"
1002896,"[1, 5, 8]"
1002897,"[1, 6, 2]"
1002898,"[1, 5, 8]"
1002899,"[1, 5, 2]"
1002900,"[1, 5, 8]"
1002901,"[1, 8, 5]"
1002902,"[1, 3, 5]"
1002903,"[1, 8, 5]"
1002904,"[8, 5, 1]"
1002905,"[1, 5, 2]"
1002906,"[1, 2, 15]"
1002907,"[1, 5, 8]"
1002908,"[11, 16, 5]"
1002909,"[1, 8, 5]"
1002910,"[11, 1, 5]"
1002911,"[8, 1, 5]"
1002912,"[16, 5, 1]"
1002913,"[8, 5, 1]"
1002914,"[5, 8, 1]"
1002915,"[1, 5, 8]"
1002916,"[5, 8, 6]"
1002917,"[8, 6, 1]"
1002918,"[1, 5, 8]"
1002919,"[1, 2, 8]"
1002920,"[1, 5, 8]"
1002921,"[1, 15, 2]"
1002922,"[1, 5, 3]"
1002924,"[1, 3, 5]"
1002925,"[1, 5, 16]"
1002926,"[1, 8, 5]"
1002927,"[1, 2, 8]"
1002928,"[1, 8, 5]"
1002929,"[1, 8, 5]"
1002930,"[6, 8, 7]"
1002931,"[1, 5, 8]"
1002932,"[1, 5, 6]"
1002933,"[8, 5, 6]"
1002934,"[1, 8, 5]"
1002935,"[1, 8, 2]"
1002936,"[3, 5, 8]"
1002937,"[1, 8, 5]"
1002938,"[1, 2, 5]"
1002939,"[1, 2, 8]"
1002940,"[1, 5, 8]"
1002941,"[1, 5, 3]"
1002942,"[8, 1, 5]"
1002943,"[1, 2, 15]"
1002945,"[6, 8, 5]"
1002946,"[1, 6, 8]"
1002947,"[5, 8, 6]"
1002948,"[1, 7, 5]"
1002949,"[1, 5, 3]"
1002950,"[1, 5, 8]"
1002951,"[5, 8, 1]"
1002952,"[1, 8, 5]"
1002953,"[5, 8, 1]"
1002954,"[1, 3, 5]"
1002955,"[1, 8, 5]"
1002956,"[1, 8, 5]"
1002957,"[8, 1, 6]"
1002958,"[1, 8, 5]"
1002959,"[1, 5, 16]"
1002960,"[8, 5, 1]"
1002961,"[1, 8, 16]"
1002962,"[1, 8, 5]"
1002963,"[8, 1, 6]"
1002964,"[8, 6, 10]"
1002965,"[1, 8, 2]"
1002966,"[1, 5, 2]"
1002967,"[1, 8, 5]"
1002968,"[1, 8, 5]"
1002969,"[1, 5, 8]"
1002970,"[1, 8, 5]"
1002971,"[7, 8, 6]"
1002972,"[1, 5, 11]"
1002973,"[1, 5, 8]"
1002974,"[8, 1, 5]"
1002975,"[8, 5, 1]"
1002977,"[8, 5, 14]"
1002978,"[8, 5, 1]"
1002979,"[3, 1, 2]"
1002980,"[8, 1, 5]"
1002981,"[1, 5, 8]"
1002982,"[10, 6, 5]"
1002983,"[1, 19]"
1002984,"[1, 5, 8]"
1002985,"[1, 3, 5]"
1002986,"[8, 5, 1]"
1002987,"[6, 8, 1]"
1002988,"[1, 5, 8]"
1002989,"[1, 2, 8]"
1002990,"[8, 1, 5]"
1002991,"[8, 1, 2]"
1002992,"[1, 5, 8]"
1002993,"[1, 2, 8]"
1002994,"[1, 5, 3]"
1002995,"[1, 2, 3]"
1002996,"[1, 5, 2]"
1002997,"[8, 5, 1]"
1002998,"[1, 5, 8]"
1002999,"[2, 3, 4]"
1003000,"[1, 2, 5]"
1003001,"[1, 8, 16]"
1003002,"[5, 1, 10]"
1003003,"[1, 2, 6]"
1003004,"[8, 1, 6]"
1003005,"[1, 15, 8]"
1003006,"[1, 6, 5]"
1003007,"[1, 5, 8]"
1003008,"[1, 5, 6]"
1003009,"[1, 5, 14]"
1003010,"[1, 15, 2]"
1003011,"[1, 8, 5]"
1003012,"[1, 5, 8]"
1003013,"[5, 8, 1]"
1003014,"[8, 1, 5]"
1003015,"[14, 8, 5]"
1003016,"[1, 8, 5]"
1003017,"[5, 8, 1]"
1003018,"[1, 5, 8]"
1003019,"[5, 1, 6]"
1003020,"[8, 6, 5]"
1003021,"[8, 1, 2]"
1003022,"[1, 5, 8]"
1003023,"[5, 1, 8]"
1003024,"[1, 6, 5]"
1003025,"[5, 3, 8]"
1003026,"[5, 16, 1]"
1003027,"[1, 6, 5]"
1003028,"[1, 5, 3]"
1003029,"[1, 5, 8]"
1003030,"[8, 1, 6]"
1003031,"[5, 1, 8]"
1003032,"[1, 5, 8]"
1003033,"[1, 3, 5]"
1003034,"[8, 1, 5]"
1003035,"[1, 8, 6]"
1003036,"[8, 1, 16]"
1003037,"[8, 1, 6]"
1003038,"[1, 5, 8]"
1003039,"[8, 5, 16]"
1003040,"[1, 5, 3]"
1003041,"[8, 1, 5]"
1003042,"[8, 5, 1]"
1003043,"[5, 8, 1]"
1003044,"[1, 5, 8]"
1003045,"[1, 6, 8]"
1003046,"[1, 5, 8]"
1003047,"[1, 6, 5]"
1003048,"[1, 5, 8]"
1003049,"[5, 8, 14]"
1003050,"[1, 2, 5]"
1003051,"[1, 5, 8]"
1003052,"[1, 15, 2]"
1003053,"[8, 5, 1]"
1003054,"[8, 5, 1]"
1003055,"[1, 5, 8]"
1003056,"[1, 3, 2]"
1003057,"[5, 8, 1]"
1003058,"[1, 5, 6]"
1003059,"[1, 10, 5]"
1003060,"[16, 6, 1]"
1003061,"[1, 2, 5]"
1003062,"[1, 16, 5]"
1003063,"[1, 5, 8]"
1003064,"[1, 8, 2]"
1003065,"[5, 8, 1]"
1003066,"[1, 5, 6]"
1003067,"[8, 1, 5]"
1003068,"[8, 1, 6]"
1003069,"[1, 5, 8]"
1003070,"[5, 8, 15]"
1003071,"[1, 16, 5]"
1003072,"[8, 5, 1]"
1003073,"[1, 5, 2]"
1003074,"[1, 5, 8]"
1003075,"[5, 8, 1]"
1003077,"[1, 3, 5]"
1003078,"[8, 1, 6]"
1003079,"[1, 8, 5]"
1003080,"[5, 8, 1]"
1003081,"[1, 5, 2]"
1003082,"[5, 8, 1]"
1003083,"[1, 8, 5]"
1003084,"[1, 8, 5]"
1003085,"[1, 8, 5]"
1003086,"[8, 1, 5]"
1003087,"[1, 5, 8]"
1003088,"[8, 1, 5]"
1003089,"[1, 2, 8]"
1003090,"[1, 5, 3]"
1003091,"[1, 5, 10]"
1003092,"[1, 15, 5]"
1003093,"[5, 8, 1]"
1003094,"[16, 6, 1]"
1003095,"[5, 1, 8]"
1003096,"[1, 2, 5]"
1003097,"[8, 5, 1]"
1003098,"[1, 5, 2]"
1003099,"[1, 5, 2]"
1003100,"[8, 1, 5]"
1003101,"[1, 5, 2]"
1003102,"[1, 8, 16]"
1003103,"[8, 5, 1]"
1003104,"[1, 8, 6]"
1003105,"[1, 2, 8]"
1003106,"[8, 5, 1]"
1003108,"[1, 8, 6]"
1003109,"[1, 8, 5]"
1003110,"[1, 8, 6]"
1003111,"[5, 1, 2]"
1003112,"[1, 8, 5]"
1003113,"[1, 5, 8]"
1003114,"[5, 1, 8]"
1003115,"[1, 6, 8]"
1003116,"[1, 5, 8]"
1003117,"[1, 8, 6]"
1003118,"[1, 5, 8]"
1003119,"[1, 2, 15]"
1003120,"[6, 5, 16]"
1003121,"[1, 16, 11]"
1003122,"[10, 6, 8]"
1003123,"[1, 8, 5]"
1003124,"[1, 5, 8]"
1003125,"[1, 8, 5]"
1003126,"[1, 8, 6]"
1003127,"[8, 1, 5]"
1003128,"[5, 1, 8]"
1003129,"[1, 5, 8]"
1003130,"[5, 1, 6]"
1003131,"[8, 6, 1]"
1003132,"[1, 3, 8]"
1003133,"[1, 5, 8]"
1003134,"[1, 5, 16]"
1003135,"[8, 5, 1]"
1003136,"[1, 5, 15]"
1003138,"[1, 5, 8]"
1003140,"[1, 8, 5]"
1003141,"[1, 5, 2]"
1003142,"[6, 8, 1]"
1003143,"[5, 8, 1]"
1003144,"[1, 16, 8]"
1003145,"[1, 5, 8]"
1003146,"[1, 8, 5]"
1003147,"[1, 6, 5]"
1003148,"[1, 5, 2]"
1003149,"[1, 8, 5]"
1003150,"[5, 8, 16]"
1003151,"[1, 8, 16]"
1003152,"[1, 8, 5]"
1003153,"[5, 1, 3]"
1003154,"[1, 8, 3]"
1003155,"[1, 8, 2]"
1003156,"[1, 5, 8]"
1003157,"[1, 5, 3]"
1003158,"[1, 8, 5]"
1003159,"[5, 1, 8]"
1003160,"[1, 8, 10]"
1003161,"[1, 8, 5]"
1003164,"[5, 1, 3]"
1003165,"[1, 6, 8]"
1003166,"[1, 8, 6]"
1003167,"[1, 5, 8]"
1003168,"[16, 1, 8]"
1003169,"[1, 2, 15]"
1003170,"[1, 5, 8]"
1003171,"[8, 5, 6]"
1003172,"[1, 6, 5]"
1003173,"[1, 2, 5]"
1003174,"[1, 8, 5]"
1003175,"[8, 5, 7]"
1003176,"[1, 5, 3]"
1003177,"[1, 8, 5]"
1003178,"[1, 5, 2]"
1003180,"[5, 8, 1]"
1003181,"[6, 8, 10]"
1003182,"[1, 5, 8]"
1003183,"[1, 2, 10]"
1003184,"[5, 8, 1]"
1003185,"[1, 5, 8]"
1003186,"[10, 15, 6]"
1003187,"[2, 1, 6]"
1003188,"[8, 5, 1]"
1003189,"[1, 5, 8]"
1003190,"[1, 5, 16]"
1003191,"[1, 5, 8]"
1003192,"[1, 5, 6]"
1003193,"[1, 6, 5]"
1003194,"[1, 16, 8]"
1003195,"[1, 5, 8]"
1003196,"[1, 5, 2]"
1003197,"[6, 1, 8]"
1003198,"[11, 1, 8]"
1003199,"[1, 8, 5]"
1003200,"[8, 5, 1]"
1003201,"[1, 8, 5]"
1003202,"[1, 8, 5]"
1003203,"[1, 5, 8]"
1003204,"[5, 1, 8]"
1003205,"[1, 8, 5]"
1003206,"[5, 8, 6]"
1003207,"[1, 5, 6]"
1003208,"[1, 5, 8]"
1003209,"[1, 8, 19]"
1003211,"[8, 5, 6]"
1003212,"[1, 5, 8]"
1003213,"[1, 8, 5]"
1003214,"[8, 5, 1]"
1003215,"[1, 5, 8]"
1003216,"[5, 8, 1]"
1003217,"[1, 8, 5]"
1003218,"[8, 5, 1]"
1003219,"[5, 1, 8]"
1003220,"[8, 1, 10]"
1003221,"[1, 6, 8]"
1003222,"[1, 8, 6]"
1003223,"[1, 16, 8]"
1003224,"[8, 1, 5]"
1003225,"[5, 1, 7]"
1003226,"[1, 5, 8]"
1003227,"[5, 1, 8]"
1003229,"[8, 1, 5]"
1003230,"[1, 6, 8]"
1003231,"[1, 8, 2]"
1003232,"[5, 3, 8]"
1003233,"[8, 5, 6]"
1003234,"[8, 1, 9]"
1003235,"[1, 5, 16]"
1003237,"[1, 8, 5]"
1003238,"[1, 8, 10]"
1003239,"[8, 5, 6]"
1003240,"[5, 8, 6]"
1003241,"[8, 5, 1]"
1003242,"[1, 5, 6]"
1003243,"[1, 5, 8]"
1003244,"[1, 5, 8]"
1003245,"[1, 5, 8]"
1003246,"[8, 1, 5]"
1003247,"[1, 2, 8]"
1003248,"[8, 5, 1]"
1003249,"[8, 1, 2]"
1003250,"[5, 6, 1]"
1003251,"[5, 8, 1]"
1003252,"[1, 16, 8]"
1003253,"[5, 8, 1]"
1003254,"[5, 2, 1]"
1003255,"[5, 8, 1]"
1003256,"[1, 6, 5]"
1003257,"[1, 5, 8]"
1003258,"[8, 5, 1]"
1003259,"[1, 5, 8]"
1003260,"[1, 8, 5]"
1003261,"[1, 5, 8]"
1003262,"[5, 8, 1]"
1003263,"[1, 8, 17]"
1003264,"[1, 8, 5]"
1003265,"[1, 5, 6]"
1003266,"[8, 1, 5]"
1003267,"[5, 1, 6]"
1003268,"[1, 5, 8]"
1003269,"[1, 5, 8]"
1003270,"[1, 8, 5]"
1003272,"[1, 5, 8]"
1003273,"[8, 1, 6]"
1003274,"[1, 3, 2]"
1003275,"[1, 5, 8]"
1003276,"[8, 6, 1]"
1003277,"[8, 5, 6]"
1003278,"[5, 8, 19]"
1003279,"[1, 2, 8]"
1003280,"[1, 5, 8]"
1003281,"[1, 5, 6]"
1003282,"[8, 10, 1]"
1003283,"[1, 5, 2]"
1003284,"[5, 8, 6]"
1003285,"[1, 5, 8]"
1003286,"[5, 8, 1]"
1003287,"[8, 5, 12]"
1003288,"[1, 8, 5]"
1003289,"[8, 1, 5]"
1003290,"[8, 1, 5]"
1003291,"[8, 1, 5]"
1003292,"[8, 1, 5]"
1003293,"[1, 5, 8]"
1003294,"[1, 6, 5]"
1003295,"[1, 8, 5]"
1003296,"[5, 1, 16]"
1003297,"[1, 8, 5]"
1003298,"[5, 8, 14]"
1003299,"[8, 1, 5]"
1003300,"[1, 8, 5]"
1003301,"[8, 5, 6]"
1003302,"[1, 5, 8]"
1003303,"[5, 1, 2]"
1003304,"[1, 8, 5]"
1003305,"[1, 8, 6]"
1003306,"[1, 8, 10]"
1003307,"[1, 8, 5]"
1003308,"[1, 5, 2]"
1003309,"[1, 5, 2]"
1003310,"[8, 5, 1]"
1003311,"[1, 5, 8]"
1003312,"[1, 5, 8]"
1003313,"[1, 8, 5]"
1003314,"[1, 5, 6]"
1003315,"[1, 5, 8]"
1003316,"[1, 6, 2]"
1003317,"[1, 8, 5]"
1003318,"[8, 1, 6]"
1003319,"[8, 1, 5]"
1003320,"[1, 5, 8]"
1003321,"[8, 1, 5]"
1003322,"[1, 6, 8]"
1003323,"[5, 1, 8]"
1003324,"[1, 5, 2]"
1003325,"[16, 8, 1]"
1003326,"[1, 5, 3]"
1003327,"[1, 5, 8]"
1003328,"[8, 5, 1]"
1003329,"[8, 1, 5]"
1003330,"[8, 1, 5]"
1003331,"[1, 2, 5]"
1003332,"[8, 5, 1]"
1003333,"[1, 5, 8]"
1003334,"[1, 8, 5]"
1003335,"[5, 1, 8]"
1003336,"[1, 5, 8]"
1003337,"[1, 8, 5]"
1003338,"[5, 1, 8]"
1003339,"[5, 8, 6]"
1003340,"[1, 8, 5]"
1003341,"[1, 6, 8]"
1003342,"[1, 16, 5]"
1003343,"[5, 1, 8]"
1003344,"[1, 8, 5]"
1003345,"[1, 5, 8]"
1003346,"[8, 1, 6]"
1003347,"[8, 1, 16]"
1003348,"[1, 5, 8]"
1003349,"[1, 8, 16]"
1003351,"[8, 1, 6]"
1003352,"[11, 1, 5]"
1003353,"[1, 5, 8]"
1003354,"[1, 15, 10]"
1003355,"[1, 8, 3]"
1003356,"[1, 8, 5]"
1003357,"[1, 8, 5]"
1003358,"[1, 8, 5]"
1003359,"[1, 8, 5]"
1003360,"[5, 8, 1]"
1003361,"[1, 8, 6]"
1003362,"[5, 1, 3]"
1003363,"[5, 8, 1]"
1003364,"[8, 5, 1]"
1003365,"[1, 5, 15]"
1003366,"[1, 5, 11]"
1003367,"[8, 5, 7]"
1003368,"[1, 8, 5]"
1003370,"[1, 8, 6]"
1003371,"[8, 5, 1]"
1003372,"[1, 8, 10]"
1003373,"[1, 8, 19]"
1003374,"[8, 5, 1]"
1003375,"[1, 5, 8]"
1003376,"[1, 8, 5]"
1003377,"[1, 16, 6]"
1003378,"[1, 5, 3]"
1003379,"[8, 5, 1]"
1003380,"[8, 1, 5]"
1003381,"[8, 5, 3]"
1003382,"[5, 1, 8]"
1003383,"[1, 8, 5]"
1003384,"[1, 5, 8]"
1003385,"[1, 5, 8]"
1003386,"[5, 8, 1]"
1003387,"[1, 6, 8]"
1003388,"[3, 5, 1]"
1003389,"[1, 8, 5]"
1003390,"[8, 5, 3]"
1003391,"[1, 5, 8]"
1003392,"[8, 1, 5]"
1003393,"[1, 2, 8]"
1003394,"[1, 8, 6]"
1003395,"[1, 5, 8]"
1003396,"[1, 5, 15]"
1003397,"[1, 8, 6]"
1003398,"[8, 1, 7]"
1003399,"[1, 8, 3]"
1003400,"[1, 6, 8]"
1003401,"[1, 5, 8]"
1003402,"[8, 5, 1]"
1003403,"[1, 3, 8]"
1003404,"[1, 2, 16]"
1003405,"[1, 5, 8]"
1003406,"[8, 1, 5]"
1003407,"[1, 5, 16]"
1003408,"[1, 3, 2]"
1003409,"[1, 16, 6]"
1003410,"[1, 8, 5]"
1003411,"[1, 8, 5]"
1003412,"[1, 8, 5]"
1003413,"[8, 5, 1]"
1003414,"[1, 8, 2]"
1003415,"[1, 5, 8]"
1003416,"[1, 5, 8]"
1003417,"[5, 6, 8]"
1003418,"[5, 1, 8]"
1003419,"[1, 8, 2]"
1003420,"[5, 8, 1]"
1003421,"[8, 5, 1]"
1003422,"[1, 5, 8]"
1003423,"[1, 5, 8]"
1003424,"[1, 8, 5]"
1003425,"[1, 5, 8]"
1003426,"[1, 16, 8]"
1003427,"[1, 6, 8]"
1003428,"[8, 1, 5]"
1003429,"[8, 5, 7]"
1003430,"[8, 1, 5]"
1003431,"[1, 8, 5]"
1003432,"[1, 5, 6]"
1003433,"[1, 5, 8]"
1003434,"[1, 5, 8]"
1003435,"[1, 8, 5]"
1003436,"[1, 8, 5]"
1003437,"[5, 8, 1]"
1003438,"[1, 5, 8]"
1003439,"[1, 5, 2]"
1003440,"[1, 6, 16]"
1003441,"[1, 8, 5]"
1003442,"[1, 5, 6]"
1003443,"[1, 15, 10]"
1003444,"[5, 10, 6]"
1003445,"[1, 8, 2]"
1003446,"[5, 11, 1]"
1003447,"[1, 8, 5]"
1003448,"[1, 5, 8]"
1003449,"[1, 5, 6]"
1003450,"[1, 8, 6]"
1003451,"[5, 1, 16]"
1003452,"[1, 8, 5]"
1003453,"[1, 8, 5]"
1003454,"[1, 5, 8]"
1003455,"[5, 6, 1]"
1003456,"[1, 15, 6]"
1003457,"[1, 8, 5]"
1003458,"[5, 1, 3]"
1003459,"[1, 5, 15]"
1003460,"[1, 6, 8]"
1003461,"[1, 5, 6]"
1003462,"[1, 5, 8]"
1003463,"[5, 1, 6]"
1003464,"[8, 1, 5]"
1003465,"[1, 3, 2]"
1003466,"[8, 1, 5]"
1003467,"[1, 8, 6]"
1003468,"[8, 5, 10]"
1003469,"[1, 8, 5]"
1003470,"[1, 5, 8]"
1003471,"[1, 5, 8]"
1003472,"[1, 8, 5]"
1003473,"[5, 8, 1]"
1003474,"[8, 5, 6]"
1003475,"[8, 1, 5]"
1003476,"[1, 8, 5]"
1003477,"[5, 8, 3]"
1003478,"[8, 5, 10]"
1003479,"[1, 5, 8]"
1003480,"[1, 2, 8]"
1003481,"[1, 8, 5]"
1003482,"[1, 8, 16]"
1003483,"[1, 8, 5]"
1003484,"[1, 5, 2]"
1003485,"[8, 1, 5]"
1003486,"[3, 2, 5]"
1003487,"[8, 1, 5]"
1003488,"[1, 6, 2]"
1003489,"[1, 5, 2]"
1003490,"[1, 5, 8]"
1003491,"[1, 8, 5]"
1003492,"[5, 8, 6]"
1003493,"[1, 2, 5]"
1003494,"[1, 16, 5]"
1003495,"[1, 8, 15]"
1003496,"[5, 3, 1]"
1003497,"[1, 8, 5]"
1003498,"[1, 5, 8]"
1003499,"[1, 5, 6]"
1003500,"[1, 5, 2]"
1003501,"[8, 1, 5]"
1003502,"[6, 8, 5]"
1003503,"[1, 8, 5]"
1003504,"[8, 5, 1]"
1003505,"[10, 5, 8]"
1003506,"[1, 6, 5]"
1003507,"[1, 5, 8]"
1003508,"[1, 8, 2]"
1003509,"[1, 5, 8]"
1003510,"[1, 5, 2]"
1003511,"[1, 2, 8]"
1003512,"[1, 8, 5]"
1003513,"[1, 5, 8]"
1003514,"[8, 1, 2]"
1003515,"[1, 8, 6]"
1003516,"[1, 2, 5]"
1003517,"[1, 5, 2]"
1003518,"[5, 8, 1]"
1003519,"[5, 1, 8]"
1003521,"[5, 8, 1]"
1003522,"[1, 5, 8]"
1003523,"[1, 8, 6]"
1003524,"[8, 5, 1]"
1003525,"[1, 8, 6]"
1003526,"[1, 5, 8]"
1003527,"[1, 16, 5]"
1003528,"[11, 1, 5]"
1003529,"[1, 8, 5]"
1003530,"[1, 8, 5]"
1003531,"[5, 1, 8]"
1003532,"[5, 8, 1]"
1003533,"[8, 1, 5]"
1003535,"[1, 5, 18]"
1003536,"[1, 5, 8]"
1003537,"[1, 5, 15]"
1003538,"[8, 1, 5]"
1003539,"[1, 5, 8]"
1003540,"[1, 8, 5]"
1003541,"[8, 6, 1]"
1003542,"[1, 16, 5]"
1003543,"[8, 6, 1]"
1003544,"[7, 8, 2]"
1003545,"[10, 1, 7]"
1003546,"[1, 5, 6]"
1003547,"[8, 5, 1]"
1003548,"[1, 8, 5]"
1003549,"[5, 1, 3]"
1003550,"[1, 5, 8]"
1003551,"[8, 1, 5]"
1003552,"[1, 8, 5]"
1003553,"[1, 16, 8]"
1003554,"[1, 5, 3]"
1003555,"[1, 2, 5]"
1003556,"[1, 6, 2]"
1003557,"[5, 1, 8]"
1003558,"[1, 5, 8]"
1003559,"[5, 1, 11]"
1003560,"[8, 5, 6]"
1003562,"[1, 5, 8]"
1003563,"[8, 1, 5]"
1003564,"[1, 8, 11]"
1003565,"[1, 5, 16]"
1003566,"[8, 6, 1]"
1003567,"[1, 8, 5]"
1003568,"[1, 8, 2]"
1003569,"[1, 5, 8]"
1003571,"[1, 8, 5]"
1003572,"[5, 8, 1]"
1003573,"[1, 2, 3]"
1003574,"[1, 8, 5]"
1003575,"[1, 11, 5]"
1003576,"[1, 5, 3]"
1003577,"[1, 5, 8]"
1003578,"[1, 5, 8]"
1003579,"[1, 3, 2]"
1003580,"[1, 16, 15]"
1003581,"[1, 8, 2]"
1003582,"[1, 2, 10]"
1003583,"[8, 1, 5]"
1003584,"[6, 1, 5]"
1003585,"[8, 5, 1]"
1003586,"[8, 1, 5]"
1003587,"[1, 8, 2]"
1003588,"[1, 6, 8]"
1003589,"[1, 5, 8]"
1003590,"[1, 5, 8]"
1003591,"[1, 8, 5]"
1003592,"[5, 8, 1]"
1003593,"[5, 1, 2]"
1003594,"[1, 5, 3]"
